transaction_id,price_paid,deed_date,day,month,year,postcode,post_sect,post_area,post_reg,property_type,new_build,estate_type,locality,town,local_authority,county
{F7EB8B7F-2323-4022-97A4-3AE91BE43AB8},165000,1998-11-11,11,11,1998,AL1 1NE,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{6F2510B0-6CC5-453D-B3F3-80D0BBB490FD},92500,1998-11-11,11,11,1998,AL1 1PD,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{2765F16F-9FBC-4E05-AD5D-E88288CBF555},123500,1998-11-12,12,11,1998,AL1 1NF,AL1 1,AL1,AL,Semi,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{49CDED31-B36B-4446-8252-39B4B79E2E42},133950,1998-11-12,12,11,1998,AL1 1QB,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{945FB63B-D8CD-432C-9DCC-38D6CA26683F},258000,1998-11-12,12,11,1998,AL1 1NL,AL1 1,AL1,AL,Terrace,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{A6C9C7BE-AD8D-4C4D-8DC5-76832A4CA24F},140000,1998-11-13,13,11,1998,AL1 1TX,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{EA1881AC-2340-4AEF-885E-02B5F34435CE},53000,1998-11-13,13,11,1998,AL1 1JQ,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{2C2BF998-7E3F-4118-971A-B43BFD735384},149950,1998-11-13,13,11,1998,AL1 1NJ,AL1 1,AL1,AL,Flat,Y,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{3CF70DD3-E314-44C3-BD2B-809F25D0A1B5},172500,1998-11-16,16,11,1998,AL1 1PF,AL1 1,AL1,AL,Semi,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{8CC39EC6-19AD-4D02-9BAF-03A5EB6E4C1C},140000,1998-11-16,16,11,1998,AL1 1TT,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{1A29535E-5BD5-4AED-9502-9287735046D0},132000,1998-11-17,17,11,1998,AL1 1JE,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{A5AA31F1-39E2-48C5-8AE3-BA32B400666C},170000,1998-11-18,18,11,1998,AL1 1PF,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{5E731848-5A5D-4D2C-9641-3F2DB5ADDE0C},125000,1998-11-19,19,11,1998,AL1 1NJ,AL1 1,AL1,AL,Flat,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{DCD71F77-2F7F-4765-BEBD-E66E3220F7B9},210000,1998-11-19,19,11,1998,AL1 1NL,AL1 1,AL1,AL,Flat,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{0B3C9717-8392-47D4-BBEE-9CDACE96FFC8},90000,1998-11-20,20,11,1998,AL1 1TW,AL1 1,AL1,AL,Terrace,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{7BC3DC56-E9EF-46DE-B029-2B1FEAF57FB9},260000,1998-11-23,23,11,1998,AL1 1NL,AL1 1,AL1,AL,Terrace,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{1A8C6629-B6B8-4FCC-861E-5579266DA3A0},510000,1998-11-25,25,11,1998,AL1 1JT,AL1 1,AL1,AL,Detached,Y,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{DC019B50-6AC7-462C-814F-94961636DC71},149950,1998-11-25,25,11,1998,AL1 1NJ,AL1 1,AL1,AL,Flat,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{4BEAE0AE-8037-4FC3-8B34-2156B1E7D194},355000,1998-11-27,27,11,1998,AL1 1JT,AL1 1,AL1,AL,Detached,Y,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{367E8CD0-D455-4AC8-9D30-297C51354CA3},92500,1998-11-27,27,11,1998,AL1 1UT,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{45C5DD13-F712-4939-8EFB-C5E86717ED2B},105500,1998-11-27,27,11,1998,AL1 1RF,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{BD72861C-760F-45A7-B2C2-55BD7EC8E9FD},106000,1998-11-30,30,11,1998,AL1 1TN,AL1 1,AL1,AL,Terrace,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{C33B9F11-E244-47B1-AB60-83C469982D72},139950,1998-12-01,1,12,1998,AL1 1NJ,AL1 1,AL1,AL,Flat,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{1D6977B9-0217-4F0F-81B0-83EF9EE3F42E},151000,1998-12-01,1,12,1998,AL1 1RF,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{03836D98-7A88-4640-ACE3-1EEAAFDEDD0D},165000,1998-12-02,2,12,1998,AL1 1PF,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{8892A84F-2836-4BDA-9498-A74D8FACFB42},74950,1998-12-03,3,12,1998,AL1 1QW,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{2D43EC2F-D3FF-4DE8-BA35-ACBF488F94B9},56000,1998-12-04,4,12,1998,AL1 1PB,AL1 1,AL1,AL,Flat,Y,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{4B498C06-8ADC-41DA-8A79-27E94A89EB14},87000,1998-12-04,4,12,1998,AL1 1UH,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{518F5F44-D414-4FF9-8F1A-4A08D900BD2B},154000,1998-12-04,4,12,1998,AL1 1TE,AL1 1,AL1,AL,Semi,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{E18E9A07-4191-4407-B055-6C1B4EBC1153},115000,1998-12-08,8,12,1998,AL1 1NB,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{54CE7C09-4683-4EDE-97AD-A081936CFEED},87000,1998-12-10,10,12,1998,AL1 1QD,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{EACE9476-5FDE-4F18-A828-7C308FA97120},103000,1998-12-11,11,12,1998,AL1 1UR,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{D42A33BE-2AE7-41A1-8C74-416F200DF57F},155000,1998-12-11,11,12,1998,AL1 1TS,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{60D4C19C-710E-4B6B-9604-F8D4AF12CE64},89500,1998-12-11,11,12,1998,AL1 1UU,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{B1CF82B9-618F-42B3-A415-CD03C8F1F2ED},76000,1998-12-11,11,12,1998,AL1 1JS,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{34C1F020-5E76-4C0F-9F2C-167F3F809841},62000,1998-12-17,17,12,1998,AL1 1PP,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{DE26C280-21EA-4C2C-BF51-1D79B1FB4CBD},96500,1998-12-17,17,12,1998,AL1 1HA,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{534753D4-A9A1-44F2-AA63-BB6AED1268D4},323950,1998-12-17,17,12,1998,AL1 1JT,AL1 1,AL1,AL,Detached,Y,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{44D4E3B5-5F7C-418F-B0C8-DCE791D75D3B},139000,1998-12-18,18,12,1998,AL1 1NF,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{BC53F446-CBC3-41E5-A112-DDB6C97616E5},490000,1998-12-18,18,12,1998,AL1 1JT,AL1 1,AL1,AL,Detached,Y,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{9E0EC800-B08F-42F2-8643-D583B6A58759},274950,1998-12-18,18,12,1998,AL1 1JT,AL1 1,AL1,AL,Detached,Y,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{BB265D53-CA37-4F45-B427-6B94D6E10162},188000,1998-12-21,21,12,1998,AL1 1UE,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{419F8B13-E05E-4165-BA96-833AD9595DEF},200000,1998-12-23,23,12,1998,AL1 1LN,AL1 1,AL1,AL,Terrace,N,F,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{34DE412F-9C10-4257-BD03-71C49C0273CD},57000,1998-12-29,29,12,1998,AL1 1PB,AL1 1,AL1,AL,Flat,N,L,ST. ALBANS,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{5F8C7CF3-4504-4A6C-9C5E-9C229BDE2CC8},235000,1999-01-05,5,1,1999,AL1 1NL,AL1 1,AL1,AL,Terrace,Y,L,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{2DF3D264-B9BF-4C29-8C34-7DBF6910F739},199950,1999-01-13,13,1,1999,AL1 1PF,AL1 1,AL1,AL,Terrace,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{B402D06F-0844-4348-A051-74E494465B32},152000,1999-01-14,14,1,1999,AL1 1NE,AL1 1,AL1,AL,Terrace,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{A2BD2297-45CE-4696-B213-9ABD148E0AC4},128000,1999-01-15,15,1,1999,AL1 1AJ,AL1 1,AL1,AL,Semi,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{14C6F990-20F3-4203-BF48-5F1D3E576EF3},106500,1999-01-15,15,1,1999,AL1 1UU,AL1 1,AL1,AL,Terrace,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{ACB96474-CCA2-457C-A3DA-0AB04A77D5A5},275000,1999-01-22,22,1,1999,AL1 1NL,AL1 1,AL1,AL,Terrace,Y,L,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{DDD01FC7-3422-4007-B279-0FD5229C1B3F},124000,1999-01-22,22,1,1999,AL1 1PA,AL1 1,AL1,AL,Semi,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{8EC51AE6-9735-40A4-8208-0E991BB975A7},123000,1999-01-25,25,1,1999,AL1 1QW,AL1 1,AL1,AL,Terrace,N,F,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{BF280F36-D4CF-4526-8794-EB9D98A534B0},270000,1999-01-29,29,1,1999,AL1 1NL,AL1 1,AL1,AL,Terrace,Y,L,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{64190CF9-C68E-4A32-82DC-C243486DCBCD},59999,1999-01-29,29,1,1999,AL1 1TW,AL1 1,AL1,AL,Flat,N,L,,ST. ALBANS,ST ALBANS,HERTFORDSHIRE
{9DBAD221-BA1A-6EB3-E053-6B04A8C0F257},440000,2020-01-06,6,1,2020,AL1 1LB,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-227D-9205-E053-6C04A8C0DA09},610000,2020-01-07,7,1,2020,AL1 1HF,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9DBAD221-B71D-6EB3-E053-6B04A8C0F257},538500,2020-01-10,10,1,2020,AL1 1NB,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-C17F-11ED-E053-6C04A8C06383},350000,2020-01-10,10,1,2020,AL1 1TP,AL1 1,AL1,AL,Terrace,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A2479555-510C-74C7-E053-6B04A8C0887D},540000,2020-01-13,13,1,2020,AL1 1LN,AL1 1,AL1,AL,Terrace,Y,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9DBAD221-B8FA-6EB3-E053-6B04A8C0F257},680000,2020-01-17,17,1,2020,AL1 1JP,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-BFE3-11ED-E053-6C04A8C06383},450000,2020-01-24,24,1,2020,AL1 1RJ,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-BFC5-11ED-E053-6C04A8C06383},595000,2020-01-31,31,1,2020,AL1 1RW,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-C323-11ED-E053-6C04A8C06383},544950,2020-01-31,31,1,2020,AL1 1NR,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-C324-11ED-E053-6C04A8C06383},370000,2020-01-31,31,1,2020,AL1 1NR,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-C235-11ED-E053-6C04A8C06383},450000,2020-01-31,31,1,2020,AL1 1LB,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{9FF0D969-C0E5-11ED-E053-6C04A8C06383},248500,2020-02-10,10,2,2020,AL1 1QW,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-2345-9205-E053-6C04A8C0DA09},964000,2020-02-14,14,2,2020,AL1 1SP,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A2479555-4E2D-74C7-E053-6B04A8C0887D},576500,2020-02-17,17,2,2020,AL1 1HB,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A71375FD-C166-7576-E053-6C04A8C0462F},630000,2020-02-18,18,2,2020,AL1 1NF,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A2479555-4EF7-74C7-E053-6B04A8C0887D},280000,2020-02-19,19,2,2020,AL1 1SE,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A2479555-50BA-74C7-E053-6B04A8C0887D},484950,2020-02-21,21,2,2020,AL1 1NR,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A71375FD-C1DE-7576-E053-6C04A8C0462F},392500,2020-02-28,28,2,2020,AL1 1UR,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A71375FD-C0B6-7576-E053-6C04A8C0462F},510000,2020-03-06,6,3,2020,AL1 1RW,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A2479555-4ECB-74C7-E053-6B04A8C0887D},400000,2020-03-06,6,3,2020,AL1 1TS,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-A6D8-4619-E053-6C04A8C03CD0},368000,2020-03-09,9,3,2020,AL1 1BZ,AL1 1,AL1,AL,Other,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-2634-9205-E053-6C04A8C0DA09},395000,2020-03-20,20,3,2020,AL1 1LT,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-23FD-9205-E053-6C04A8C0DA09},250000,2020-03-23,23,3,2020,AL1 1LA,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-D8AE-9205-E053-6C04A8C0DA09},390000,2020-03-24,24,3,2020,AL1 1NR,AL1 1,AL1,AL,Other,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-24CD-9205-E053-6C04A8C0DA09},425000,2020-03-25,25,3,2020,AL1 1TN,AL1 1,AL1,AL,Terrace,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-25E2-9205-E053-6C04A8C0DA09},297500,2020-03-25,25,3,2020,AL1 1JU,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-23B7-9205-E053-6C04A8C0DA09},440000,2020-03-27,27,3,2020,AL1 1DH,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-D850-9205-E053-6C04A8C0DA09},1130000,2020-03-29,29,3,2020,AL1 1QL,AL1 1,AL1,AL,Other,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{A96E4ACC-249F-9205-E053-6C04A8C0DA09},515000,2020-04-03,3,4,2020,AL1 1AJ,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-0B3F-4619-E053-6C04A8C03CD0},245000,2020-05-07,7,5,2020,AL1 1NX,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-1766-0445-E053-6C04A8C01E31},480000,2020-05-14,14,5,2020,AL1 1TS,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-1935-0445-E053-6C04A8C01E31},375000,2020-05-22,22,5,2020,AL1 1UU,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-197D-0445-E053-6C04A8C01E31},450000,2020-06-05,5,6,2020,AL1 1NG,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-1991-0445-E053-6C04A8C01E31},308000,2020-06-12,12,6,2020,AL1 1PB,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-0A05-4619-E053-6C04A8C03CD0},535000,2020-06-29,29,6,2020,AL1 1NB,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-16E0-0445-E053-6C04A8C01E31},519500,2020-06-30,30,6,2020,AL1 1RJ,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-0B9B-4619-E053-6C04A8C03CD0},470000,2020-07-02,2,7,2020,AL1 1UD,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AC07BBD0-17AF-0445-E053-6C04A8C01E31},520000,2020-07-02,2,7,2020,AL1 1QD,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-0B4A-4619-E053-6C04A8C03CD0},615000,2020-07-10,10,7,2020,AL1 1SQ,AL1 1,AL1,AL,Semi,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-0C42-4619-E053-6C04A8C03CD0},402500,2020-07-17,17,7,2020,AL1 1UH,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{AE4D86D4-09A1-4619-E053-6C04A8C03CD0},540000,2020-07-24,24,7,2020,AL1 1NF,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{B0A9D11B-70BB-4C1F-E053-6C04A8C0D716},922000,2020-07-31,31,7,2020,AL1 1TT,AL1 1,AL1,AL,Detached,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{B0A9D11B-7148-4C1F-E053-6C04A8C0D716},572000,2020-08-14,14,8,2020,AL1 1RQ,AL1 1,AL1,AL,Terrace,N,F,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
{B0A9D11B-70BC-4C1F-E053-6C04A8C0D716},565000,2020-08-20,20,8,2020,AL1 1TS,AL1 1,AL1,AL,Flat,N,L,,ST ALBANS,ST ALBANS,HERTFORDSHIRE
